O/G,TB_SMALL_VENT,TB_SMALL_FLARE
Oil,0.110465753,
Oil,0.220931507,
Oil,0.810082192,
Gas,0.020084682,
Oil,0.162016438,
Gas,0.185161644,
Gas,0.46290411,
Gas,1.234410959,
Gas,3.571037182,
Gas,0.217824335,
Gas,3.321917808,
Gas,0.020896215,
Gas,0.0124533,
Gas,6.296803653,
Gas,0.012266094,
Gas,0.049491825,
Gas,8.801936438,
Oil,2.380626223,
Gas,0.236827015,
Gas,0.068493151,
Oil,0.023258832,
Gas,4.308219178,
Gas,0.014049877,
Gas,3.205479452,
Oil,0.031050228,
Gas,0.691780822,
Gas,0.465753425,
Oil,0.068493151,
Oil,0.035827187,
Gas,2.767123288,
Gas,0.077625571,
Gas,0.02739726,
Oil,0.465753425,
Gas,0.578767123,
Gas,0.054794521,
Oil,0.232876712,
Gas,0.054794521,
Oil,0.109589041,
Oil,1.543013699,
Gas,0.370668815,
Oil,0.004214963,
Oil,0.547945205,
Oil,0.005591278,
Oil,10.68493151,
Oil,0.003095736,
Oil,0.02283105,
Oil,0.578386606,
Oil,0.088915599,
Gas,7.509567123,
Oil,0.799245576,
Gas,0.053395746,
Gas,0.423096631,
Oil,0.039076321,
Gas,2.106739726,
Oil,0.113702845,
Gas,5.080255708,
Oil,0.237041096,
Gas,0.02630137,
Gas,0.147287671,
Oil,1.07309589,
Gas,0.163819961,
Gas,1.388712329,
Gas,1.146739726,
Oil,1.69030137,
Gas,0.057278539,
Oil,0.526027397,
Gas,1.404493151,
Oil,0.264516634,
Gas,0.026779577,
Oil,0.110465753,
Gas,21.20942466,
Gas,0.796639269,
Oil,0.012070944,
Gas,0.925808219,
Gas,0.518136986,
Gas,0.044186301,
Oil,2.675726027,
Gas,1.235453536,
Gas,0.304799537,
Oil,0.196622326,
Gas,0.006708755,
Gas,0.220931507,
Gas,3.576986301,
Gas,0.027616438,
Oil,0.220931507,
Gas,,
Gas,0.95890411,
Gas,23.15068493,
Gas,0.120232581,
Gas,0.0249066,
Oil,0.205479452,
Gas,0.410958904,
Gas,29.5890411,
Gas,0.125377293,
Gas,3.150684932,
Gas,0.182648402,
Gas,0.039138943,
Oil,4.054794521,
Gas,0.068493151,
Gas,10.80109589,
Gas,0.052903327,
Gas,0,
Gas,,
Gas,0,
Gas,0,
Gas,,
Gas,0,
Gas,,
Gas,0,
Gas,,
Gas,0,
Gas,,
Gas,,
Gas,0,
Gas,,
Gas,,
Gas,,
Gas,0,
Gas,,
Gas,0,
Gas,,
Gas,,
Gas,,
Gas,,
Gas,0,
Gas,,
Gas,,
Gas,10.69822831,
Gas,0.004133072,
Gas,0.220931507,
Oil,0.231452055,
Gas,1.851616438,
Gas,0.578630137,
Gas,0.264516634,
Gas,0.555484932,
Gas,0.810082192,
Gas,0.071216017,
Gas,0.925808219,
Gas,1.325589041,
Oil,0.037032329,
Gas,0.33139726,
Oil,1.543013699,
Gas,0.011046575,
Oil,0.552328767,
Oil,0.012273973,
Oil,0.589150685,
Oil,4.408610568,
Gas,0.30860274,
Gas,8.795178082,
Gas,0.00122245,
Oil,0.465753425,
Oil,0.465753425,
Oil,0.139726027,
Gas,0.310502283,
Oil,0.465753425,
Oil,4.252931507,
Oil,0.00286924,
Oil,0.662794521,
Oil,0.220931507,
Oil,7.095890411,
Gas,14.56039851,
Gas,0.086290584,
Oil,0.15430137,
Gas,0.46290411,
Gas,2.739726027,
Oil,0.017123288,
Gas,4.383561644,
Gas,0.373599004,
Oil,120.3794521,
Gas,0.003787923,
Gas,0.017447729,
Oil,0.143342466,
Gas,0.662794521,
Oil,0.108918614,
Gas,5.162082192,
Oil,0.002761644,
Gas,,
Oil,9.247561644,
Gas,0.004651943,
Gas,0.220931507,
Oil,0.044186301,
Gas,0.220931507,
Oil,2.914191781,
Gas,0.050984194,
Oil,1.059068493,
Gas,0.338410959,
Gas,0.683835616,
Gas,5.756295414,
Oil,0.061877118,
Gas,0.028007405,
Gas,19.08216986,
Oil,0.127920299,
Gas,0.078704352,
Gas,4.566969863,
Gas,0.624,
Oil,0.081048425,
Gas,0.055059314,
Gas,0.262356164,
Oil,8.585981033,
Gas,0.008149113,
Gas,8.949479452,
Gas,0.015227109,
Gas,0.536547945,
Oil,0.175152906,
Gas,0.417315068,
Oil,0.10286758,
Gas,10.71292368,
Gas,0.021041096,
Gas,0.231452055,
Gas,0.110465753,
Oil,0,
Gas,,
Gas,0,
Gas,,
Gas,0,
Gas,,
Gas,,
Gas,0,
Gas,,
Gas,,
Gas,,
Gas,0,
Gas,,
Gas,,
Gas,0,
Gas,,
Gas,0.328767123,
Gas,0.146118721,
Gas,0.219178082,
Gas,0.109589041,
Gas,0.438356164,
Gas,0.109589041,
Gas,87.04438356,
Oil,0.016450015,
Oil,0.054794521,
Oil,0.109589041,
Gas,0.657534247,
Gas,0.657534247,
Oil,2.520547945,
Gas,0.136986301,
Oil,0.110465753,
Oil,0.073643836,
Oil,0.036821918,
Oil,0,
Oil,0.055232877,
Oil,0,
Oil,0.469479452,
Oil,0.027616438,
Oil,0.16569863,
Oil,0.015236656,
Oil,0.284054795,
Oil,0.06828792,
Oil,0,
Oil,0,
Oil,2.209315068,
Oil,0,
Oil,0,
Oil,1.325589041,
Oil,0,
Oil,0.11627974,
Oil,0,
Oil,0.31814137,
Oil,5.863452055,
Gas,0.008651766,
Oil,0.035735557,
Gas,0.547945205,
Oil,3.561643836,
Gas,0.198630137,
Oil,0.041691483,
Gas,0.391389432,
Gas,0.054794521,
Oil,0.684931507,
Oil,0.051369863,
Gas,22.19178082,
Gas,0,
Gas,,
Gas,,
Gas,,
Gas,,
Gas,,
Gas,,
Gas,,
Gas,,
Gas,,
Gas,,
Gas,,
Gas,,
Gas,0,
Gas,,
Gas,,
Gas,0.257753425,
Gas,0.031561644,
Gas,0.110465753,
Oil,0.386630137,
Gas,0.047342466,
Oil,0.441863014,
Gas,0.018410959,
Oil,2.485479452,
Gas,0.014728767,
Gas,0.110465753,
Oil,0.018410959,
Gas,0.441863014,
Gas,5.902027397,
Gas,0.072612409,
Gas,1.058066536,
Gas,0.055232877,
Oil,0.46290411,
Gas,7.406465753,
Gas,0.044186301,
Oil,3.240328767,
Gas,0.031561644,
Oil,0.925808219,
Gas,0.110465753,
Oil,0.110465753,
Gas,0.883726027,
Oil,0.016994731,
Oil,0.883726027,
Oil,0.1543379,
Gas,1.388493151,
Gas,0.189369863,
Oil,0.018410959,
Oil,0.220931507,
Oil,0.055232877,
Gas,0.552328767,
Oil,0.202520548,
Oil,0.392767123,
Gas,0.056109589,
Oil,0.153982565,
Gas,0.009605718,
Oil,0.110465753,
Gas,0.33139726,
Oil,0.176745205,
Oil,0.441863014,
Gas,0.110465753,
Gas,0.024547945,
Oil,0.031561644,
Gas,0.925808219,
Gas,0.147287671,
Oil,0.231452055,
Gas,0.33139726,
Oil,0.066279452,
Oil,0.347178082,
Gas,0.15430137,
Gas,0.552328767,
Oil,1.02739726,
Oil,0.001826484,
Oil,0.136986301,
Oil,0.182648402,
Oil,0.456621005,
Oil,0.078277886,
Oil,0.035735557,
Gas,0.821917808,
Gas,0.410958904,
Gas,1.917808219,
Gas,0.182648402,
Oil,8.630136986,
Gas,0.002264236,
Oil,0.068493151,
Oil,93.42465753,
Gas,0.004418913,
Gas,8.808219178,
Gas,0.071917808,
Gas,0.127502634,
Gas,0.927853881,
Gas,0.006958034,
Gas,0.890410959,
Gas,0.304794521,
Gas,0,
Oil,0.042149631,
Oil,0.368340944,
Oil,0.030048608,
Gas,0.219178082,
Oil,0.306849315,
Oil,0,
Oil,0.133072407,
Oil,0,
Gas,0.767123288,
Oil,4.630136986,
Gas,0.110445205,
Oil,1.762344696,
Gas,0.01332616,
Oil,0.716894977,
Gas,1.610345205,
Oil,0.324921894,
Gas,1.634893151,
Oil,0.002478067,
Gas,32.0913242,
Gas,0.22258107,
Gas,0.402525313,
Gas,0.061720548,
Gas,3.703232877,
Gas,2.777424658,
Gas,0.270027397,
Gas,3.174199609,
Gas,0.077150685,
Gas,6.943561644,
Gas,0.30860274,
Gas,0.185161644,
Gas,0.925808219,
Gas,5.554849315,
Gas,3.086027397,
Gas,0.092580822,
Gas,0.925808219,
Gas,0.925808219,
Gas,0.46290411,
Gas,5.554849315,
Gas,0.30860274,
Gas,4.166136986,
Gas,0.617205479,
Gas,5.091945205,
Gas,0.336657534,
Gas,0.46290411,
Gas,2.777424658,
Gas,2.057351598,
Gas,0.416613699,
Gas,1.313546423,
Gas,0.006274856,
Gas,57.39726027,
Gas,0.209014582,
Gas,8.133072407,
Gas,0.07528678,
Gas,0.043835616,
Oil,0.924657534,
Gas,0.110465753,
Oil,1.157260274,
Gas,0.040169365,
Oil,0.231452055,
Gas,6.943561644,
Gas,0.014253646,
Oil,2.083068493,
Gas,0.30860274,
Gas,0.231452055,
Gas,0.040252531,
Gas,0.46290411,
Gas,0.055232877,
Oil,0.055232877,
Oil,0.30860274,
Gas,0.396774951,
Gas,0.044186301,
Oil,0.925808219,
Gas,0.147287671,
Oil,0.115726027,
Gas,0.33139726,
Oil,2.248391389,
Gas,0.030860274,
Gas,0.176745205,
Oil,0.066129159,
Gas,0.220931507,
Oil,2.468821918,
Gas,0.023255948,
Oil,0.073643836,
Oil,7.406465753,
Gas,0.016994731,
Oil,40.73556164,
Gas,0.00566491,
Oil,0.231452055,
Gas,0.147287671,
Oil,0.925808219,
Gas,0,
Oil,,
Oil,,
Oil,,
Oil,,
Oil,,
Oil,0.976466456,
Gas,0.012420091,
Gas,2.876712329,
Gas,0.646702772,
Gas,0.003424658,
Gas,0.219178082,
Gas,0.093933464,
Gas,0.164383562,
Gas,0.175342466,
Gas,0.219178082,
Gas,0.021917808,
Gas,41.47945205,
Gas,0.001799492,
Gas,1.191780822,
Gas,0.013531574,
Gas,0.187721969,
Gas,0.36450268,
Gas,0.00150122,
Gas,0.219178082,
Gas,3.97260274,
Gas,0.014611872,
Gas,0.054794521,
Gas,4.301369863,
Gas,0.074269681,
Gas,0.003223207,
Gas,1.109589041,
Gas,0.010958904,
Gas,2.095890411,
Gas,2.376712329,
Gas,0.001678811,
Gas,0.01217656,
Gas,4.849315068,
Gas,4.656092286,
Gas,0.000155888,
Gas,3.52739726,
Gas,0.613857455,
Gas,0.004435747,
Gas,84.71232877,
Gas,0.680287903,
Oil,0.503074102,
Gas,0.02166295,
Gas,9.260273973,
Gas,0.739726027,
Gas,4.481409002,
Oil,1.531085353,
Gas,0.010562799,
Oil,38.19178082,
Gas,0.006523157,
Oil,31.69315068,
Gas,0.00208741,
Oil,3.178082192,
Oil,5.886986301,
Gas,0.024375504,
Oil,1.110502283,
Gas,0.136986301,
Oil,3.294520548,
Gas,1.550684932,
Gas,0.063389739,
Gas,1.298630137,
Gas,0.763209393,
Oil,2.013046314,
Gas,0.547945205,
Gas,0.849315068,
Gas,0.085322896,
Gas,0.219178082,
Oil,12.26712329,
Gas,0.052209873,
Gas,0.694063927,
Gas,0.96803653,
Oil,0.093150685,
Gas,2.520547945,
Oil,0.219178082,
Oil,0.553424658,
Gas,0.073059361,
Gas,2.767123288,
Gas,0.310502283,
Oil,1.150684932,
Gas,0.684931507,
Oil,0.292237443,
Oil,0.231452055,
Gas,3.110714795,
Gas,0.130274403,
Gas,0.133316329,
Gas,0.45364589,
Gas,1.369863014,
Gas,0.005707763,
Gas,0,
Gas,3.356164384,
Gas,0,
Gas,1.369863014,
Gas,0.091324201,
Oil,19.45205479,
Gas,0.015507883,
Oil,1.115459883,
Gas,0.085616438,
Oil,30.26990351,
Gas,0,
Oil,,
Oil,1.609589041,
Oil,0.01065449,
Oil,0.136986301,
Gas,0.00109589,
Oil,2.109520137,
Gas,0.383093056,
Gas,0.054459307,
Gas,0.231452055,
Gas,0.289315068,
Gas,0.185161644,
Gas,11.37394942,
Gas,0.048471635,
Gas,0.147031963,
Gas,0.220789686,
Gas,0.142857143,
Gas,2.835616438,
Gas,0.620719178,
Gas,0.00564892,
Oil,5.547945205,
Gas,0.764126712,
Gas,1.248097412,
Gas,0.000797587,
Oil,0,
Gas,,
Gas,0.248287671,
Gas,0.152441166,
Gas,0,
Oil,,
Gas,,
Oil,0,
Oil,,
Gas,0.495199745,
Gas,0.197505753,
Gas,0.171445967,
Gas,0.925808219,
Gas,6.789260274,
Gas,0.005199033,
Gas,8.795178082,
Gas,0.099193738,
Gas,6.017753425,
Gas,0.24727334,
Oil,0.131061678,
Oil,0.018762192,
Oil,0.011535689,
Oil,1.369863014,
Oil,288.8493151,
Gas,0.053389533,
Gas,0.149162861,
Oil,0.882800609,
Oil,0.050228311,
Oil,0.219178082,
Oil,1.156164384,
Oil,0.227005871,
Oil,1.143835616,
Oil,0.260273973,
Gas,4,
Gas,0.303082192,
Gas,0.771689498,
Gas,0.087671233,
Oil,1.849315068,
Gas,0.979452055,
Oil,0,
Oil,,
Oil,0.438356164,
Gas,0.109589041,
Oil,0.465753425,
Oil,0.931506849,
Gas,0.219178082,
Oil,0.220931507,
Oil,0.220931507,
Oil,112.0227945,
Gas,2.336050972,
Gas,0.385753425,
Gas,,
Gas,1.851616438,
Gas,,
Oil,0.007364384,
Oil,0.220931507,
Oil,0.147287671,
Oil,0.16569863,
Oil,0.110465753,
Oil,0.132258317,
Gas,3.703232877,
Gas,3.934684932,
Gas,5.439123288,
Gas,0.011290344,
Gas,0,
Gas,,
Gas,,
Gas,1.851616438,
Gas,0,
Gas,0.46290411,
Gas,1.388712329,
Gas,0.016365297,
Oil,0,
Gas,,
Gas,0,
Gas,0,
Oil,0,
Gas,,
Oil,10.49424658,
Gas,0.045413699,
Gas,0.781070984,
Gas,0.01693171,
Gas,0.345307763,
Gas,0.060148892,
Gas,0.010470291,
Oil,0.239726027,
Gas,1.339421613,
Oil,0.84956642,
Gas,0.032978184,
Oil,0.503756076,
Gas,0.01369863,
Oil,0.091324201,
Oil,247.1780822,
Gas,0.125380518,
Gas,0.264467431,
Gas,0.043835616,
Oil,0.925808219,
Gas,11.80405479,
Gas,0.125109219,
Gas,0.109589041,
Oil,1.547945205,
Oil,0.093933464,
Oil,0.219178082,
Oil,0.273972603,
Oil,0.328767123,
Oil,0.063123288,
Oil,0.883726027,
Oil,0.176745205,
Oil,0,
Gas,,
Oil,0.386630137,
Oil,0.147287671,
Oil,0.044186301,
Oil,,
Oil,0.220931507,
Gas,0.110465753,
Oil,0.220047671,
Oil,0.142027397,
Gas,2.062027397,
Gas,0.054070079,
Oil,0.261100872,
Oil,0.024547945,
Oil,1.84109589,
Oil,0.064979855,
Oil,0.196383562,
Oil,0.022093151,
Oil,0.220931507,
Oil,0,
Oil,0.03652968,
Oil,7.406465753,
Gas,0.330645793,
Gas,0.727420744,
Gas,0.050984194,
Oil,0.036821918,
Oil,0.220931507,
Oil,0.220931507,
Oil,0.082849315,
Oil,0.736438356,
Oil,0.011046575,
Oil,0.938958904,
Oil,0.045485898,
Oil,0.126246575,
Oil,0.013808219,
Oil,0.110465753,
Oil,0.110465753,
Oil,0.110465753,
Oil,0.220931507,
Oil,0.110465753,
Oil,0.055232877,
Oil,0.33139726,
Oil,0.110465753,
Oil,0.110465753,
Oil,6.943561644,
Gas,36.01183562,
Oil,1.234410959,
Gas,2.798465753,
Oil,0.007751983,
Gas,0.617205479,
Gas,0.055232877,
Oil,0.602739726,
Gas,2.2,
Gas,0.015655577,
Gas,8.032876712,
Gas,0.010293176,
Gas,0.586757991,
Gas,0.048909183,
Gas,0.825342466,
Gas,0.011027397,
Gas,3.081278539,
Gas,0.03844314,
Gas,0.330136986,
Gas,0.389902153,
Gas,0.004594749,
Gas,0.439726027,
Gas,0.718027397,
Gas,0.721461187,
Oil,0.263013699,
Oil,0.925808219,
Gas,2.545972603,
Gas,0.953863014,
Gas,3.227102935,
Gas,0.001398301,
Oil,1.876712329,
Oil,0.140307181,
Gas,0.531506849,
Oil,0.46347032,
Gas,0.296803653,
Oil,16.66454795,
Gas,0.060080829,
Oil,2.475998726,
Gas,0.525807455,
Gas,0.239114144,
Oil,0.249309929,
Gas,0.060671898,
Gas,0.470451991,
Oil,0.178849315,
Gas,0.017690603,
Oil,0.155251142,
Gas,0.232876712,
Gas,2.780821918,
Gas,2.237442922,
Gas,7.182994804,
Gas,1.372180039,
Gas,7.63678E-07,
Oil,7.60528E-06,
Oil,3.30657E-07,
Oil,3.15525E-05,
Oil,9.861961644,
Gas,0,
Gas,,
Gas,0.001712647,
Gas,5.081424658,
Gas,0.021380468,
Oil,0.441863014,
Gas,0.152207002,
Gas,0.164383562,
Gas,10.82191781,
Gas,0.495984884,
Gas,0.224159402,
Gas,0.039138943,
Gas,0.410958904,
Gas,91.23287671,
Gas,1.763220326,
Gas,0.136986301,
Gas,0.083170254,
Gas,0.051369863,
Gas,11.78082192,
Gas,0.079908676,
Gas,5.684931507,
Gas,0.147945205,
Gas,2.684931507,
Gas,1.211980497,
Gas,0.565222757,
Gas,0.234236118,
Gas,0.476712329,
Gas,0.301928991,
Gas,0.342891933,
Gas,1.296131507,
Gas,1.488258317,
Gas,2.489497717,
Gas,0.287558021,
Gas,0.135013699,
Oil,0.039569822,
Oil,0.020712329,
Oil,6.326356164,
Gas,2.058886935,
Gas,0.006660491,
Gas,11.87671233,
Oil,0.043158713,
Oil,0.385753425,
Gas,0,
Oil,,
Oil,2.314520548,
Gas,0.075065531,
Gas,1.157260274,
Gas,1.440146119,
Gas,0.023071377,
Gas,0.922374429,
Gas,0.666666667,
Gas,2.307458143,
Oil,0.27018362,
Oil,0.016200119,
Gas,0.925808219,
Gas,0.441863014,
Oil,2.651178082,
Oil,0.040169365,
Oil,0.220931507,
Oil,0.220931507,
Oil,0.441863014,
Oil,96.30136986,
Gas,0.001753425,
Oil,0.767123288,
Oil,0.187866928,
Oil,0,
Oil,,
Oil,,
Oil,,
Oil,,
Oil,,
Oil,,
Oil,0.002204305,
Gas,59.20964384,
Oil,0.016591545,
Gas,0.185161644,
Gas,0.220931507,
Gas,0.452383562,
Gas,0.036821918,
Gas,0.220931507,
Oil,2.651178082,
Gas,0.035965594,
Gas,,
Gas,0.024547945,
Gas,2.651178082,
Gas,0.008497366,
Gas,0,
Gas,0,
Gas,0.273972603,
Gas,0,
Gas,24.88572493,
Oil,0.262035043,
Oil,2.653240037,
Oil,8.070797787,
Oil,0.060647865,
Oil,0.441863014,
Oil,0.220931507,
Oil,222.6989589,
Oil,0.785970038,
Oil,0.031561644,
Oil,2.897148493,
Oil,0.152952582,
Oil,31.29494795,
Oil,0.179783402,
Oil,3.294100457,
Oil,0.323403557,
Oil,8.219126967,
Oil,0.022625516,
Oil,2.042669547,
Oil,0.128140274,
Oil,17.11962477,
Oil,0.392945136,
Oil,0.071159817,
Oil,0.027616438,
Oil,1.564195068,
Oil,4.462185205,
Oil,0.057014582,
Oil,4.229260274,
Oil,0.847683409,
Oil,0.073643836,
Oil,4.166136986,
Gas,0.110465753,
Oil,1.851616438,
Gas,0.110465753,
Oil,1.851616438,
Gas,30.55167123,
Gas,0.498512118,
Gas,5.32339726,
Gas,0.025991942,
Oil,0.30860274,
Gas,1.851616438,
Gas,0.617205479,
Oil,12.49841096,
Gas,0.092580822,
Gas,6.480657534,
Gas,0.925808219,
Gas,1.234410959,
Gas,0.231452055,
Gas,5.554849315,
Gas,0.30860274,
Gas,10.18389041,
Gas,0.055232877,
Oil,2.314520548,
Gas,6.172054795,
Gas,0.073643836,
Oil,0.925808219,
Gas,16.62246575,
Gas,0.073643836,
Oil,0.617205479,
Gas,2.777424658,
Gas,0.515506849,
Oil,0.839539726,
Oil,0.173589041,
Oil,0.030473311,
Oil,0.088372603,
Oil,0.220931507,
Oil,1.325589041,
Oil,0.047342466,
Oil,0.16569863,
Oil,1.17830137,
Oil,0.031561644,
Oil,0.118963119,
Oil,0.016994731,
Oil,0.33139726,
Oil,0.773260274,
Oil,0.276164384,
Oil,0,
Oil,,
Oil,0,
Oil,,
Gas,0.073059361,
Gas,0.293150685,
Gas,47.26575342,
Gas,0.202520548,
Oil,0,
Oil,0.220931507,
Gas,0.220931507,
Oil,0.094684932,
Oil,0.441863014,
Gas,,
Oil,0.088372603,
Oil,0.220931507,
Gas,0.883726027,
Oil,0,
Oil,0.220931507,
Gas,0.33139726,
Gas,0.088372603,
Gas,0.276164384,
Gas,0.176745205,
Gas,2.693154795,
Gas,0.039767684,
Gas,0.042486828,
Oil,0.138082192,
Oil,0.296679452,
Oil,0.04909589,
Oil,15.1702544,
Gas,4.131506849,
Oil,0.325395153,
Oil,0.652054795,
Oil,0.38590998,
Oil,0.049680365,
Oil,0.389041096,
Oil,1.676712329,
Oil,0.335342466,
Oil,0.782465753,
Oil,4.173515982,
Oil,0.710429947,
Gas,0.001547868,
Oil,0.547945205,
Oil,0.582191781,
Gas,0.029354207,
Gas,1.164383562,
Gas,0.054794521,
Oil,0.582191781,
Gas,0.019569472,
Oil,0.684931507,
Gas,0.376712329,
Oil,0.133072407,
Gas,0.210748156,
Gas,0.248547945,
Oil,2.927342466,
Gas,0.007890411,
Oil,0.073643836,
Oil,0.994191781,
Oil,1.730630137,
Gas,0.520499652,
Gas,0.139739174,
Gas,0.019490699,
Oil,0.231452055,
Oil,0.46290411,
Gas,1.388712329,
Gas,1.080109589,
Gas,0.066129159,
Gas,2.602739726,
Oil,0.388864339,
Gas,0.018799012,
Oil,0.044186301,
Oil,0.33139726,
Oil,0.147287671,
Oil,1.983874755,
Gas,0.332279593,
Gas,0.006694894,
Oil,5.301369863,
Oil,0.220917591,
Oil,0,
Oil,,
Oil,,
Gas,0.088372603,
Oil,0.02719157,
Gas,0.740646575,
Oil,0.006628698,
Gas,0.02623748,
Oil,0.143342466,
Gas,0.020084682,
Oil,0.185161644,
Oil,0.040733404,
Gas,0.336657534,
Oil,0.111096986,
Gas,0,
Oil,0.007779901,
Gas,0.529911566,
Gas,0.088175091,
Gas,0.187454939,
Oil,0.469667319,
Gas,,
Oil,17.19178082,
Gas,9.065269944,
Gas,0.004966271,
Oil,10.0152207,
Gas,8.673487082,
Gas,0.003586029,
Oil,1.369863014,
Gas,3.493150685,
Gas,3.424657534,
Oil,1.604696673,
Gas,0.0456621,
Oil,51.64383562,
Gas,0.120915283,
Oil,0.069785474,
Gas,1.671232877,
Gas,0.140591204,
Oil,0.068493151,
Gas,0.102739726,
Gas,0.136986301,
Oil,,
Oil,0.055232877,
Oil,0.441863014,
Oil,0.46290411,
Gas,0.410958904,
Gas,1.917808219,
Gas,0.039138943,
Oil,0.913242009,
Gas,,
Oil,0.913242009,
Gas,,
Gas,0.073059361,
Gas,0.347178082,
Gas,2.931726027,
Gas,0.013389788,
Oil,12.96131507,
Gas,0.012995971,
Oil,0.46290411,
Gas,0.110465753,
Oil,10.64679452,
Gas,0.940273973,
Gas,0.938847772,
Gas,0.002165995,
Oil,7.406465753,
Gas,0.020084682,
Oil,0.044186301,
Oil,11.3779726,
Gas,0.041077717,
Gas,0.043461936,
Gas,0.066948941,
Gas,0.022093151,
Gas,0.044186301,
Oil,0.883726027,
Gas,0.023255948,
Oil,0.33139726,
Gas,0.007890411,
Oil,2.098849315,
Gas,0.057502721,
Gas,0.011627974,
Gas,19.38673973,
Gas,0.000888465,
Gas,0.397676712,
Gas,0.019211435,
Oil,0.839539726,
Gas,0.020874103,
Gas,0.054794521,
Gas,55.71232877,
Gas,0.063632346,
Gas,0.001962789,
Gas,0.438356164,
Gas,0.736681887,
Gas,0.05890411,
Gas,1.059360731,
Gas,0.110626816,
Gas,0.779908676,
Gas,0.001204275,
Gas,0.219178082,
Gas,0.938356164,
Gas,0.007305936,
Gas,6.068493151,
Gas,0.193607306,
Gas,0.220319635,
Oil,0.915068493,
Gas,0.060081711,
Gas,0.005548812,
Gas,0.109589041,
Oil,8.660958904,
Gas,0.002356754,
Oil,0.46290411,
Gas,2.739726027,
Gas,3.835616438,
Gas,0.058115401,
Gas,0.220931507,
Oil,0.031561644,
Oil,3.166684932,
Gas,0.057743462,
Gas,0.352550277,
Gas,0.001181452,
Oil,2.872109589,
Gas,0.003201906,
Oil,17.23265753,
Gas,0.00218204,
Gas,0,
Gas,,
Gas,,
Gas,,
Gas,,
Oil,0.223334908,
Gas,0.031561644,
Oil,3.608547945,
Oil,0.098928219,
Oil,0.412405479,
Oil,0.97209863,
Oil,1.210102117,
Oil,0.053170238,
Oil,0.176745205,
Oil,0.096657534,
Oil,0.315616438,
Oil,0.041900803,
Oil,0.190804483,
Oil,0.084302812,
Oil,0.079992442,
Oil,0.888986301,
Oil,0.007890411,
Oil,0.33139726,
Oil,4.087232877,
Oil,0.038812292,
Oil,0.143196347,
Oil,0.034717808,
Oil,2.108891656,
Oil,0.013150685,
Oil,0.136977534,
Oil,0.096212108,
Oil,0.008354553,
Oil,0.024547945,
Oil,4.805260274,
Oil,0.017776098,
Oil,0.049709589,
Oil,0.024369142,
Gas,0.273972603,
Gas,26.84931507,
Gas,0.007404665,
Oil,20.4109589,
Gas,0.156555773,
Gas,0.0152207,
Oil,6.438356164,
Gas,0.016116035,
