O/G,n_VENT,TB_SMALL_VENT,TB_SMALL_FLARE
Gas,5,0.132558904,
Oil,6,1.215123288,
Oil,66,0.020084682,
Oil,12,0.534246575,
Oil,83,0,
Gas,0,,
Gas,47,0.365980764,
Gas,21,0.054606654,
Oil,1,0,
Gas,0,,
Gas,4,14.90761644,
Gas,39,0.088210748,
Gas,9,0.382246575,
Gas,2,0.573369863,
Gas,2,1.146739726,
Oil,0,,
Gas,60,0.114673973,
Gas,6,0.191123288,
Gas,0,,
Gas,11,2.814724782,
Gas,26,0.176421496,
Gas,6,0.478684932,
Oil,13,0.033989463,
Oil,5,0.751178082,
Oil,32,0.628270548,
Oil,142,0.003112097,
Oil,4,6.296547945,
Gas,144,0.00460274,
Gas,7,0.662794521,
Gas,53,0.020842595,
Gas,15,1.885282192,
Gas,117,0.026436249,
Gas,18,1.485150685,
Gas,229,0.012541963,
Gas,37,0.441614217,
Oil,69,0.054476871,
Oil,17,0.532473811,
Oil,35,0.063248532,
Oil,11,0.702366127,
Oil,32,0.01369863,
Oil,2,5.632876712,
Oil,48,0.120319635,
Oil,29,0.974964573,
Oil,109,0.004021616,
Oil,2,3.315068493,
Oil,31,0.071409633,
Oil,10,0.375890411,
Oil,15,0.147579909,
Oil,10,1.966027397,
Oil,75,0.120840183,
Oil,26,0.034141201,
Oil,4,5.468493151,
Oil,15,3.999269406,
Oil,279,0.007934404,
Oil,10,1.170410959,
Oil,50,0.251835616,
Oil,52,0.008429926,
Oil,2,0.663013699,
Oil,6,0.588127854,
Oil,16,0.939041096,
Oil,57,0.019418409,
Oil,7,0.126810176,
Oil,4,0.38630137,
Oil,4,0.44109589,
Oil,6,0.699543379,
Oil,19,0.418168709,
Oil,36,1.325418569,
Oil,146,0.051416776,
Oil,34,0.04544722,
Oil,7,0.536203523,
Oil,51,0.017190438,
Oil,12,0.073059361,
Oil,12,0.716894977,
Oil,117,0.026460602,
Oil,28,0.007827789,
Oil,2,0.219178082,
Oil,4,1.390410959,
Gas,6,1.698630137,
Gas,11,1.093399751,
Gas,13,0.143308746,
Gas,2,12.04109589,
Oil,109,0,
Oil,3,6.164383562,
Gas,22,0.714819427,
Oil,23,3.818939845,
Gas,96,0.002853881,
Oil,17,0.045124899,
Gas,51,0.015578834,
Oil,15,0.007305936,
Gas,1764,0,
Gas,4,0,
Oil,0,,
Gas,68,0,
Oil,0,,
Gas,4,1.851616438,
Gas,8,1.233639452,
Gas,13,0.356080084,
Gas,5,0.370323288,
Gas,2,0.46290411,
Gas,1,5.101203288,
Gas,29,0.459711667,
Gas,16,0.057863014,
Gas,1,0.219178082,
Oil,1,0.925808219,
Gas,1,7.406465753,
Gas,14,0.015780822,
Oil,2,7.410958904,
Gas,18,0.153729072,
Gas,3,24.07305936,
Gas,82,0.013364517,
Oil,5,0.185205479,
Gas,1,56.47452055,
Gas,33,2.973814861,
Gas,16,0.082876712,
Oil,6,0.036894977,
Oil,1,82.39671233,
Gas,44,0.147297634,
Gas,7,2.645166341,
Gas,33,0.74313325,
Oil,220,0.008416438,
Gas,2,0.220931507,
Gas,2,1.656986301,
Oil,56,0.003945205,
Gas,2,0.220931507,
Oil,3,0.073643836,
Oil,3,0.073643836,
Oil,1,0.220931507,
Oil,1,1.546520548,
Gas,7,0.473424658,
Oil,48,0.039954338,
Oil,18,0.060882801,
Oil,11,0.323785803,
Oil,47,0.711162926,
Gas,49,0.005591278,
Oil,2,22.19178082,
Gas,70,0.070450098,
Oil,43,0.063714559,
Gas,3,12.96803653,
Gas,85,0.009669621,
Oil,8,0.102739726,
Gas,2,0.547945205,
Oil,10,0.02739726,
Oil,2,0.110410959,
Gas,3,0.147305936,
Gas,4,3.886780822,
Gas,103,0.030440218,
Oil,30,0.040474886,
Gas,8,0.055232877,
Oil,5,0.370323288,
Oil,4,1.388712329,
Oil,11,0.020084682,
Oil,2,0.109589041,
Oil,2,2.328767123,
Gas,10,0.082191781,
Gas,1,0.821917808,
Oil,1,73.15068493,
Gas,37,0.148093299,
Gas,1,4.657534247,
Gas,5,21.31506849,
Gas,126,0.0152207,
Gas,1,0.821917808,
Gas,1,0.273972603,
Oil,2,43.56164384,
Gas,100,0.454794521,
Gas,49,0.016773833,
Gas,1,0.547945205,
Oil,1,122.1917808,
Gas,85,0.019339243,
Oil,18,1.278538813,
Gas,53,0.471638149,
Gas,27,0.822940639,
Gas,24,4.281872146,
Gas,157,0.153319955,
Gas,38,0.097447729,
Gas,2,3.703013699,
Gas,10,0.530191781,
Oil,48,0.038812785,
Gas,2,0.093150685,
Oil,1,4.668493151,
Gas,6,0.129680365,
Gas,1,10.46821918,
Oil,19,27.1074261,
Gas,720,0.010273973,
Oil,8,0.342465753,
Oil,6,7.570776256,
Gas,62,0.007070261,
Gas,2,11.57260274,
Gas,25,0.044186301,
Gas,7,0.063123288,
Oil,4,0.110465753,
Gas,2,0.110465753,
Oil,2,0.552328767,
Gas,1,0.662794521,
Gas,2,1.436054795,
Gas,19,0.023255948,
Oil,8,0.082849315,
Gas,3,0.883726027,
Oil,2,0.662794521,
Gas,10,0.463956164,
Oil,31,0.057014582,
Gas,11,0.020084682,
Gas,2,0.33139726,
Oil,6,0.33139726,
Gas,4,0.883726027,
Oil,3,0.073643836,
Oil,1,1.767452055,
Gas,1,1.767452055,
Oil,1,1.546520548,
Gas,12,0.018410959,
Oil,2,0.662794521,
Gas,6,0.84690411,
Oil,28,0.157808219,
Gas,4,0.662794521,
Oil,11,0.140592777,
Gas,14,0.173589041,
Oil,17,0.489927478,
Gas,33,0.020083022,
Gas,9,0.800608828,
Gas,39,0.184755883,
Gas,42,0.254253098,
Gas,51,0.086446414,
Gas,48,0.143812785,
Gas,42,0.015812133,
Gas,6,0.036803653,
Gas,3,0.898995434,
Gas,21,0.031624266,
Gas,9,2.864383562,
Gas,18,0.373455099,
Gas,66,0.268327107,
Gas,201,0.056370204,
Gas,114,0.023302091,
Gas,33,0.006708178,
Oil,3,9.296803653,
Oil,56,0.05332681,
Oil,4,1.321917808,
Gas,8,1.058219178,
Gas,16,0.702054795,
Gas,19,0.255227109,
Oil,6,0.689497717,
Gas,6,0.461187215,
Gas,3,1.305936073,
Gas,5,0.597260274,
Oil,4,1.212328767,
Gas,6,0.073059361,
Oil,2,0.465753425,
Oil,1,1.589041096,
Oil,4,0.054794521,
Gas,1,2.767123288,
Gas,3,0.99543379,
Gas,4,0.452054795,
Gas,5,0.131506849,
Oil,3,0.310502283,
Gas,1,0.438356164,
Oil,2,1.04109589,
Oil,3,0.621004566,
Gas,2,0.33139726,
Oil,4,0.552328767,
Oil,0,,
Oil,0,,
Oil,52,0.034414331,
Oil,17,0.093570991,
Oil,21,0.157808219,
Oil,19,0.034883922,
Oil,1,4.208745205,
Oil,15,13.82465753,
Gas,224,0,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,14,0,
Gas,0,,
Gas,0,,
Gas,64,0.003452055,
Oil,1,3.093041096,
Oil,18,0.036821918,
Oil,6,0.147287671,
Oil,8,0.055232877,
Oil,4,0.231452055,
Gas,1,5.561643836,
Gas,6,3.831050228,
Oil,6,0.155251142,
Gas,1,3.698630137,
Gas,4,3.260273973,
Oil,104,0.004214963,
Oil,8,0.011572603,
Gas,4,1.851616438,
Gas,19,0.011627974,
Oil,2,0.110465753,
Oil,1,0.220931507,
Oil,8,0.810082192,
Gas,11,0.020084682,
Oil,6,0.162016438,
Gas,5,0.185161644,
Gas,2,0.46290411,
Gas,3,1.234410959,
Gas,7,3.571037182,
Gas,34,0.217824335,
Gas,8,3.321917808,
Gas,236,0.020896215,
Gas,44,0.0124533,
Gas,6,6.296803653,
Gas,306,0.012266094,
Gas,31,0.049491825,
Gas,2,8.801936438,
Oil,14,2.380626223,
Gas,43,0.236827015,
Gas,18,0.068493151,
Oil,19,0.023258832,
Gas,2,4.308219178,
Gas,39,0.014049877,
Gas,2,3.205479452,
Oil,60,0.031050228,
Gas,4,0.691780822,
Gas,9,0.465753425,
Oil,42,0.068493151,
Oil,26,0.035827187,
Gas,1,2.767123288,
Gas,12,0.077625571,
Gas,8,0.02739726,
Oil,2,0.465753425,
Gas,8,0.578767123,
Gas,4,0.054794521,
Oil,4,0.232876712,
Gas,4,0.054794521,
Oil,4,0.109589041,
Oil,6,1.543013699,
Gas,17,0.370668815,
Oil,65,0.004214963,
Oil,1,0.547945205,
Oil,49,0.005591278,
Oil,1,10.68493151,
Oil,177,0.003095736,
Oil,24,0.02283105,
Oil,9,0.578386606,
Oil,62,0.088915599,
Gas,15,7.509567123,
Oil,233,0.799245576,
Gas,398,0.053395746,
Gas,37,0.423096631,
Oil,35,0.039076321,
Gas,4,2.106739726,
Oil,26,0.113702845,
Gas,9,5.080255708,
Oil,96,0.237041096,
Gas,52,0.02630137,
Gas,3,0.147287671,
Oil,3,1.07309589,
Gas,7,0.163819961,
Gas,2,1.388712329,
Gas,3,1.146739726,
Oil,9,1.69030137,
Gas,27,0.057278539,
Oil,14,0.526027397,
Gas,14,1.404493151,
Oil,56,0.264516634,
Gas,33,0.026779577,
Oil,4,0.110465753,
Gas,1,21.20942466,
Gas,36,0.796639269,
Oil,95,0.012070944,
Gas,2,0.925808219,
Gas,4,0.518136986,
Gas,5,0.044186301,
Oil,3,2.675726027,
Gas,37,1.235453536,
Gas,142,0.304799537,
Oil,235,0.196622326,
Gas,138,0.006708755,
Gas,1,0.220931507,
Gas,1,3.576986301,
Gas,8,0.027616438,
Oil,1,0.220931507,
Gas,0,,
Gas,2,0.95890411,
Gas,4,23.15068493,
Gas,139,0.120232581,
Gas,22,0.0249066,
Oil,4,0.205479452,
Gas,2,0.410958904,
Gas,1,29.5890411,
Gas,59,0.125377293,
Gas,10,3.150684932,
Gas,45,0.182648402,
Gas,14,0.039138943,
Oil,5,4.054794521,
Gas,28,0.068493151,
Gas,3,10.80109589,
Gas,35,0.052903327,
Gas,2,0,
Gas,0,,
Gas,10,0,
Gas,1,0,
Gas,0,,
Gas,9,0,
Gas,0,,
Gas,4,0,
Gas,0,,
Gas,1,0,
Gas,0,,
Gas,0,,
Gas,1,0,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,33,0,
Gas,0,,
Gas,1,0,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,3,0,
Gas,0,,
Gas,0,,
Gas,9,10.69822831,
Gas,224,0.004133072,
Gas,2,0.220931507,
Oil,4,0.231452055,
Gas,2,1.851616438,
Gas,8,0.578630137,
Gas,7,0.264516634,
Gas,5,0.555484932,
Gas,8,0.810082192,
Gas,13,0.071216017,
Gas,1,0.925808219,
Gas,2,1.325589041,
Oil,25,0.037032329,
Gas,2,0.33139726,
Oil,6,1.543013699,
Gas,20,0.011046575,
Oil,2,0.552328767,
Oil,18,0.012273973,
Oil,3,0.589150685,
Oil,21,4.408610568,
Gas,120,0.30860274,
Gas,74,8.795178082,
Gas,762,0.00122245,
Oil,2,0.465753425,
Oil,2,0.465753425,
Oil,2,0.139726027,
Gas,6,0.310502283,
Oil,4,0.465753425,
Oil,4,4.252931507,
Oil,77,0.00286924,
Oil,1,0.662794521,
Oil,3,0.220931507,
Oil,3,7.095890411,
Gas,11,14.56039851,
Gas,127,0.086290584,
Oil,6,0.15430137,
Gas,2,0.46290411,
Gas,1,2.739726027,
Oil,48,0.017123288,
Gas,2,4.383561644,
Gas,11,0.373599004,
Oil,20,120.3794521,
Gas,2311,0.003787923,
Gas,38,0.017447729,
Oil,8,0.143342466,
Gas,4,0.662794521,
Oil,17,0.108918614,
Gas,3,5.162082192,
Oil,80,0.002761644,
Gas,0,,
Oil,12,9.247561644,
Gas,294,0.004651943,
Gas,3,0.220931507,
Oil,5,0.044186301,
Gas,1,0.220931507,
Oil,1,2.914191781,
Gas,13,0.050984194,
Oil,3,1.059068493,
Gas,6,0.338410959,
Gas,10,0.683835616,
Gas,23,5.756295414,
Oil,439,0.061877118,
Gas,74,0.028007405,
Gas,5,19.08216986,
Oil,264,0.127920299,
Gas,79,0.078704352,
Gas,10,4.566969863,
Gas,144,0.624,
Oil,628,0.081048425,
Gas,197,0.055059314,
Gas,16,0.262356164,
Oil,26,8.585981033,
Gas,732,0.008149113,
Gas,27,8.949479452,
Gas,304,0.015227109,
Gas,7,0.536547945,
Oil,37,0.175152906,
Gas,9,0.417315068,
Oil,45,0.10286758,
Gas,7,10.71292368,
Gas,132,0.021041096,
Gas,8,0.231452055,
Gas,4,0.110465753,
Oil,5,0,
Gas,0,,
Gas,2,0,
Gas,0,,
Gas,4,0,
Gas,0,,
Gas,0,,
Gas,3,0,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,4,0,
Gas,0,,
Gas,0,,
Gas,6,0,
Gas,0,,
Gas,2,0.328767123,
Gas,3,0.146118721,
Gas,2,0.219178082,
Gas,2,0.109589041,
Gas,1,0.438356164,
Gas,2,0.109589041,
Gas,1,87.04438356,
Oil,188,0.016450015,
Oil,8,0.054794521,
Oil,2,0.109589041,
Gas,1,0.657534247,
Gas,2,0.657534247,
Oil,1,2.520547945,
Gas,2,0.136986301,
Oil,4,0.110465753,
Oil,12,0.073643836,
Oil,6,0.036821918,
Oil,4,0,
Oil,4,0.055232877,
Oil,1,0,
Oil,8,0.469479452,
Oil,32,0.027616438,
Oil,12,0.16569863,
Oil,29,0.015236656,
Oil,14,0.284054795,
Oil,55,0.06828792,
Oil,24,0,
Oil,11,0,
Oil,2,2.209315068,
Oil,16,0,
Oil,10,0,
Oil,2,1.325589041,
Oil,10,0,
Oil,19,0.11627974,
Oil,13,0,
Oil,5,0.31814137,
Oil,30,5.863452055,
Gas,190,0.008651766,
Oil,23,0.035735557,
Gas,1,0.547945205,
Oil,6,3.561643836,
Gas,40,0.198630137,
Oil,92,0.041691483,
Gas,7,0.391389432,
Gas,5,0.054794521,
Oil,2,0.684931507,
Oil,16,0.051369863,
Gas,2,22.19178082,
Gas,79,0,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,0,,
Gas,1,0,
Gas,0,,
Gas,0,,
Gas,6,0.257753425,
Gas,14,0.031561644,
Gas,4,0.110465753,
Oil,4,0.386630137,
Gas,14,0.047342466,
Oil,6,0.441863014,
Gas,24,0.018410959,
Oil,4,2.485479452,
Gas,90,0.014728767,
Gas,12,0.110465753,
Oil,12,0.018410959,
Gas,2,0.441863014,
Gas,8,5.902027397,
Gas,51,0.072612409,
Gas,7,1.058066536,
Gas,8,0.055232877,
Oil,2,0.46290411,
Gas,1,7.406465753,
Gas,10,0.044186301,
Oil,2,3.240328767,
Gas,7,0.031561644,
Oil,2,0.925808219,
Gas,2,0.110465753,
Oil,2,0.110465753,
Gas,1,0.883726027,
Oil,13,0.016994731,
Oil,1,0.883726027,
Oil,12,0.1543379,
Gas,2,1.388493151,
Gas,7,0.189369863,
Oil,12,0.018410959,
Oil,2,0.220931507,
Oil,4,0.055232877,
Gas,2,0.552328767,
Oil,12,0.202520548,
Oil,18,0.392767123,
Gas,63,0.056109589,
Oil,33,0.153982565,
Gas,46,0.009605718,
Oil,4,0.110465753,
Gas,2,0.33139726,
Oil,5,0.176745205,
Oil,7,0.441863014,
Gas,2,0.110465753,
Gas,27,0.024547945,
Oil,7,0.031561644,
Gas,1,0.925808219,
Gas,3,0.147287671,
Oil,4,0.231452055,
Gas,2,0.33139726,
Oil,10,0.066279452,
Oil,8,0.347178082,
Gas,6,0.15430137,
Gas,2,0.552328767,
Oil,16,1.02739726,
Oil,150,0.001826484,
Oil,2,0.136986301,
Oil,3,0.182648402,
Oil,3,0.456621005,
Oil,21,0.078277886,
Oil,23,0.035735557,
Gas,1,0.821917808,
Gas,2,0.410958904,
Gas,1,1.917808219,
Gas,3,0.182648402,
Oil,6,8.630136986,
Gas,121,0.002264236,
Oil,4,0.068493151,
Oil,1,93.42465753,
Gas,186,0.004418913,
Gas,2,8.808219178,
Gas,80,0.071917808,
Gas,26,0.127502634,
Gas,15,0.927853881,
Gas,63,0.006958034,
Gas,2,0.890410959,
Gas,8,0.304794521,
Gas,11,0,
Oil,26,0.042149631,
Oil,9,0.368340944,
Oil,31,0.030048608,
Gas,2,0.219178082,
Oil,5,0.306849315,
Oil,12,0,
Oil,14,0.133072407,
Oil,16,0,
Gas,2,0.767123288,
Oil,10,4.630136986,
Gas,96,0.110445205,
Oil,43,1.762344696,
Gas,331,0.01332616,
Oil,12,0.716894977,
Gas,36,1.610345205,
Oil,57,0.324921894,
Gas,10,1.634893151,
Oil,178,0.002478067,
Gas,3,32.0913242,
Gas,287,0.22258107,
Gas,69,0.402525313,
Gas,30,0.061720548,
Gas,2,3.703232877,
Gas,8,2.777424658,
Gas,24,0.270027397,
Gas,7,3.174199609,
Gas,24,0.077150685,
Gas,2,6.943561644,
Gas,15,0.30860274,
Gas,5,0.185161644,
Gas,1,0.925808219,
Gas,1,5.554849315,
Gas,6,3.086027397,
Gas,20,0.092580822,
Gas,2,0.925808219,
Gas,2,0.925808219,
Gas,2,0.46290411,
Gas,1,5.554849315,
Gas,6,0.30860274,
Gas,2,4.166136986,
Gas,9,0.617205479,
Gas,6,5.091945205,
Gas,33,0.336657534,
Gas,12,0.46290411,
Gas,6,2.777424658,
Gas,18,2.057351598,
Gas,40,0.416613699,
Gas,18,1.313546423,
Gas,124,0.006274856,
Gas,1,57.39726027,
Gas,62,0.209014582,
Gas,14,8.133072407,
Gas,123,0.07528678,
Gas,10,0.043835616,
Oil,4,0.924657534,
Gas,4,0.110465753,
Oil,4,1.157260274,
Gas,11,0.040169365,
Oil,4,0.231452055,
Gas,2,6.943561644,
Gas,31,0.014253646,
Oil,8,2.083068493,
Gas,36,0.30860274,
Gas,24,0.231452055,
Gas,23,0.040252531,
Gas,2,0.46290411,
Gas,4,0.055232877,
Oil,8,0.055232877,
Oil,6,0.30860274,
Gas,7,0.396774951,
Gas,5,0.044186301,
Oil,2,0.925808219,
Gas,3,0.147287671,
Oil,8,0.115726027,
Gas,2,0.33139726,
Oil,7,2.248391389,
Gas,30,0.030860274,
Gas,5,0.176745205,
Oil,14,0.066129159,
Gas,1,0.220931507,
Oil,3,2.468821918,
Gas,19,0.023255948,
Oil,3,0.073643836,
Oil,1,7.406465753,
Gas,13,0.016994731,
Oil,2,40.73556164,
Gas,117,0.00566491,
Oil,8,0.231452055,
Gas,3,0.147287671,
Oil,8,0.925808219,
Gas,11,0,
Oil,0,,
Oil,0,,
Oil,0,,
Oil,0,,
Oil,0,,
Oil,39,0.976466456,
Gas,75,0.012420091,
Gas,1,2.876712329,
Gas,43,0.646702772,
Gas,192,0.003424658,
Gas,4,0.219178082,
Gas,7,0.093933464,
Gas,4,0.164383562,
Gas,5,0.175342466,
Gas,5,0.219178082,
Gas,10,0.021917808,
Gas,1,41.47945205,
Gas,609,0.001799492,
Gas,10,1.191780822,
Gas,164,0.013531574,
Gas,27,0.187721969,
Gas,23,0.36450268,
Gas,146,0.00150122,
Gas,1,0.219178082,
Gas,1,3.97260274,
Gas,30,0.014611872,
Gas,4,0.054794521,
Gas,2,4.301369863,
Gas,83,0.074269681,
Gas,68,0.003223207,
Gas,2,1.109589041,
Gas,20,0.010958904,
Gas,2,2.095890411,
Gas,44,2.376712329,
Gas,1175,0.001678811,
Gas,18,0.01217656,
Gas,2,4.849315068,
Gas,57,4.656092286,
Gas,1406,0.000155888,
Gas,4,3.52739726,
Gas,69,0.613857455,
Gas,420,0.004435747,
Gas,2,84.71232877,
Gas,177,0.680287903,
Oil,127,0.503074102,
Gas,43,0.02166295,
Gas,1,9.260273973,
Gas,10,0.739726027,
Gas,7,4.481409002,
Oil,52,1.531085353,
Gas,83,0.010562799,
Oil,4,38.19178082,
Gas,168,0.006523157,
Oil,5,31.69315068,
Gas,210,0.00208741,
Oil,2,3.178082192,
Oil,16,5.886986301,
Gas,136,0.024375504,
Oil,15,1.110502283,
Gas,18,0.136986301,
Oil,8,3.294520548,
Gas,30,1.550684932,
Gas,51,0.063389739,
Gas,5,1.298630137,
Gas,7,0.763209393,
Oil,21,2.013046314,
Gas,51,0.547945205,
Gas,34,0.849315068,
Gas,35,0.085322896,
Gas,4,0.219178082,
Oil,4,12.26712329,
Gas,53,0.052209873,
Gas,3,0.694063927,
Gas,3,0.96803653,
Oil,10,0.093150685,
Gas,1,2.520547945,
Oil,5,0.219178082,
Oil,5,0.553424658,
Gas,3,0.073059361,
Gas,1,2.767123288,
Gas,3,0.310502283,
Oil,1,1.150684932,
Gas,2,0.684931507,
Oil,3,0.292237443,
Oil,4,0.231452055,
Gas,1,3.110714795,
Gas,14,0.130274403,
Gas,5,0.133316329,
Gas,6,0.45364589,
Gas,8,1.369863014,
Gas,48,0.005707763,
Gas,4,0,
Gas,4,3.356164384,
Gas,220,0,
Gas,2,1.369863014,
Gas,6,0.091324201,
Oil,2,19.45205479,
Gas,106,0.015507883,
Oil,14,1.115459883,
Gas,32,0.085616438,
Oil,23,30.26990351,
Gas,120,0,
Oil,0,,
Oil,24,1.609589041,
Oil,180,0.01065449,
Oil,14,0.136986301,
Gas,2,0.00109589,
Oil,4,2.109520137,
Gas,29,0.383093056,
Gas,34,0.054459307,
Gas,4,0.231452055,
Gas,4,0.289315068,
Gas,5,0.185161644,
Gas,5,11.37394942,
Gas,191,0.048471635,
Gas,30,0.147031963,
Gas,17,0.220789686,
Gas,14,0.142857143,
Gas,6,2.835616438,
Gas,64,0.620719178,
Gas,97,0.00564892,
Oil,8,5.547945205,
Gas,128,0.764126712,
Gas,153,1.248097412,
Gas,277,0.000797587,
Oil,1,0,
Gas,0,,
Gas,16,0.248287671,
Gas,39,0.152441166,
Gas,39,0,
Oil,0,,
Gas,0,,
Oil,1188,0,
Oil,0,,
Gas,43,0.495199745,
Gas,75,0.197505753,
Gas,27,0.171445967,
Gas,8,0.925808219,
Gas,12,6.789260274,
Gas,85,0.005199033,
Gas,2,8.795178082,
Gas,28,0.099193738,
Gas,6,6.017753425,
Gas,65,0.24727334,
Oil,121,0.131061678,
Oil,130,0.018762192,
Oil,19,0.011535689,
Oil,1,1.369863014,
Oil,1,288.8493151,
Gas,312,0.053389533,
Gas,18,0.149162861,
Oil,9,0.882800609,
Oil,36,0.050228311,
Oil,5,0.219178082,
Oil,5,1.156164384,
Oil,7,0.227005871,
Oil,4,1.143835616,
Oil,8,0.260273973,
Gas,3,4,
Gas,16,0.303082192,
Gas,6,0.771689498,
